店铺名称,类别,评分,所属片区,纬度,经度,详细地址,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜
粥行天下,茶餐厅,0,海南工商学院周边,20.006639,110.37078,琼山区攀丹古村美食广场内11号,32元2-3人餐，98元4-5人餐，108元3-5人餐，118元6人烧烤套餐，168元6人鸽子粥套餐A;,,13379944799,1,,
牛排杯,牛排,0,兴业世纪广场,19.260001,109.057442,昌江县石碌镇东风路南侧党校旁1013号,4元牛排杯优惠饮品，双人餐58元;17.9代20元;,,13976597606,1,,
三里人家,烤鱼,0,高登街,20.005023,110.374511,琼山区高登东街18-2号（七天连锁酒店旁）,双人餐45.8元起;40代50元;,周一至周日 晚市 17:00-23:00,13307546114,1,,地胆头鸡汤
川渝酒店,川菜,0,白沙县,19.225533,109.448145,白沙县祥和街60号,3-4人餐73.8元，4-5人餐155元;80代100元;,周一至周日 09:00-13:00 17:00-21:00,18808990094,1,,
雅味舌香,特色火锅,0,伏波路,19.5288,109.565582,儋州市伏波东路127号,3-4人餐248元，6-8人餐449元，6-8人餐470元，8-10人餐705元;,周一至周日 10:00-22:00,13907659786,1,,
玉包海鲜第一家,海鲜,0,福山镇,19.870332,109.917071,澄迈县300县道福山咖啡风情小镇（小调咖啡）,88代100元;,周一至周日 10:00-21:30,0898-67609206,1,,
聚香楼,融合菜,0,澄迈县,19.949049,110.121815,澄迈县老城开发区工业大道1公里处南侧盈滨绿生花园商铺36号,9.5折（买单立享）;2-3人餐78元;,周一至周日 10:30-14:30 16:30-22:00,13971023715,1,,
夜神休闲阁,奶茶/果汁,0,天安购物广场,19.699366,110.327315,定安县文体东路67号,单人餐9.8元起，单人餐9.8元起;7.6代10元;,周一至周日 09:00-24:00,13518079029,1,,
小霍吃货坊,川味小吃,0,东方,19.101974,108.642878,东方市八所镇建设北路东四巷352号,11.8元11.8元单人餐，24.8元豪华单人餐，48元三四人下午茶;,周一至周日 11:00-24:00,13876724348,1,,
小浓饮品店,饮品店,0,屯昌县,19.355728,110.099619,屯昌县文化路西侧104号,2.8元超值优惠套餐，7.9元小浓奶茶，12.8元饮品小吃套餐，19.8元双人小吃饮品套餐，25元小浓壶茶;26代30元;,周一至周日 09:00-00:00,18270526029,1,,
东海鱼巢水吧,中式烧烤,0,东方,19.110203,108.666978,东方市八所镇海岛西路48号第三、四间,单人餐13元起，双人餐16元，2-3人餐61.6元，2-4人餐72元;,周一至周日 11:30-02:00,15203692777,1,,
永辉鸡鹅饭店,快餐,0,庆龄路,19.620779,110.76139,文昌市文城镇庆龄路70号,2-3人餐73.6元，4-5人餐146.4元，4-5人餐176.4元，4-5人餐221.6元;45代50元，85代100元;,周一至周日 11:00-14:00 17:00-21:30,0898-32225900/18389901287,1,,
台湾手抓饼,地方小吃,0,澄迈老城镇,19.954914,110.125917,澄迈县老城镇工业大道1号四季康城一期AB期（洪都购物中心）,9元大众手抓饼，12元白富美手抓饼，15元高富帅手抓饼;,周一至周日 09:00-21:00,13215733299,1,,
兰州拉面,特色菜,3,东方,19.128619,108.670641,东方市琼西路88号路西（）东方碧海云天东南门旁）,单人餐17.6元，双人餐40.4元起;9.5代10元;,周一至周日 07:30-22:00,13006037868,1,,
彼岸果茶,饮品店,0,天安购物广场,19.700185,110.325797,定安县沿江二路75号（沿江社区居委会旁）,单人餐10元起;7.6代10元;,周一至周日 09:00-00:00,13876127911,1,,
好伙伴瓦罐煨汤,快餐,0,滨海南路,19.113452,108.649411,东方市滨海南路7号帝皇酒吧对面,4元甜品三选一，7.2元瓦罐汤八款任选，12元丰富套餐三选一;,周一至周日 11:00-03:00,17784668506,1,,
鲜果饮品,饮品店,4.6,海甸岛,20.050852,110.343056,美兰区人民东里76号,每满40减8（买单立享）;10元柠檬百香果;16代20元;,周一至周日 06:00-23:30,15501830426,1,,
瑞景商务餐厅,海南菜,0,白沙县政府,19.223915,109.441179,白沙县牙叉中路189号（瑞通家私城）,5-6人餐438元，9-10人餐768元;,周一至周日 05:00-21:00,18976188886,1,,
麦香村烘焙店,蛋糕,0,安定县政府,19.680754,110.361953,定安县定仙俗107号,欧式水果蛋糕90元，欧式水果蛋糕118元，欧式水果蛋糕168元;,周一至周日 07:00-23:00,18789171698,1,,
洋浦跳跳蛙香辣坊,大排档,0,儋州,19.734402,109.204701,儋州市洋浦宝岛明珠美食广场A2区,单人餐16.8元，2-3人餐58元，2-3人餐108元，2-3人餐108元，3-4人餐138元;,,18117763212,1,,
瓦良格烤肉,韩式烤肉,0,高隆湾,19.545541,110.824406,文昌市清澜镇疏港路与旅游大道交汇处东北角山东旭文宾馆楼下,双人餐103元起，3-4人餐238元;43代50元，85代100元;,周一至周日 08:00-00:00,13976369358,1,,
源之味饮品店,饮品店,0,安定县政府,19.679702,110.347997,定安县岳崧路塔岭市场森林公安对面,4.8元单人套餐，6.6元鸡蛋仔，7元抹茶奶茶;,周一至周日 08:00-23:00,13876698202,1,,
海岛摩根兄弟,烧烤,4.5,白龙路沿线,20.037825,110.362173,美兰区文明东路潮立方内1F-B2,9折（买单立享）;单人餐98元，双人餐128元起，4人餐278元起;,周一至周日 09:00-03:00,15120910488,1,,
火山农堂,水果生鲜,0,海甸岛,20.056776,110.340334,美兰区海甸岛人民大道35号振信大厦六楼,9.5折（买单立享）;88元黑金刚莲雾泰国红宝石莲雾四斤家庭装1箱，138元水晶级黑金刚莲雾泰国红宝石莲雾大果十个精包装1箱，168元宝石级黑金刚莲雾泰国红宝石莲雾八个精包装1箱;90代100元;,"周一至周五,周日 09:00-18:00",18976198661,1,,
草原牧歌精品涮羊肉,羊肉火锅,0,文昌,19.630511,110.753082,文昌市文城镇文航路月亮城旁,双人餐124元，3-4人餐198元;85代100元;,周一至周日 10:30-22:30,18217846615,1,,
香辣居重庆火锅,重庆火锅,0,昌江县政府,19.290777,109.055934,昌江县昌江大道22号（日月明酒店旁）,9.5折（买单立享）;4-5人餐128元，5-6人餐268元;,周一至周日 09:30-14:00 17:00-23:00,18084691811,1,,
唐记饭庄,海南菜,0,昌江县,19.271722,109.063448,昌江县环城东路和瑞园3栋2号,4-5人餐118元，3-4人餐158元，5-6人餐198元;88代100元;,周一至周日 10:00-14:00 17:00-22:00,18389230273,1,,
除缘蛋糕(解放北路店),蛋糕,0,先锋路,19.515895,109.57257,儋州市解放北路147号（僖都商务酒店旁）,6英寸数码+30水果蛋糕48.8元，8英寸水果蛋糕81元，10英寸水果蛋糕99.8元，12英寸水果蛋糕129.9元，14英寸水果蛋糕139.8元，16英寸水果蛋糕数码+30168.8元;,周一至周日 06:30-23:30,13006055727,1,,
湘聚汇,湘菜,0,安定县政府,19.679297,110.355725,定安县进士路天籁谷Ca型商铺110房,3人餐78.8元，5人餐122元，8人餐188元;,周一至周日 10:30-21:30,0898-63800004,1,,
麦田农家红鸭店,农家菜,0,屯昌县,19.390218,110.107073,屯昌县昌盛北路5号中国石油旁,4-5人餐158元，6-8人餐238元;88代100元;,周一至周日 午市 09:00-14:00 17:00-22:00,13687548555,1,,
泓羽长寿锅,东北菜,4,东方,19.094433,108.683548,东方市八所镇海榆西线涛声国际商品11号,双人餐50元，4人餐80元;90代100元;,,17600085557/13641043739,1,,
sam(三美烘焙店),快餐,0,西海岸,20.053041,110.191421,秀英区长滨路西一街2号天地凤凰城1栋1层Q101房,9元单人下午茶套餐，25元超值茶点，淡奶油生日蛋糕128元;80代100元;,周一至周日 08:00-21:00,18084695156,1,,
湘辣味,快餐,0,海南医学院及周边,19.984896,110.339649,龙华区山高路,双人餐59.9元，4人餐79.9元起;79.9代100元;,周一至周日 11:00-21:00,18689536653,1,,
encha恩茶,奶茶/果汁,3.5,文化中路,19.510535,109.582682,儋州市文化南路4号,5.9元单人餐，9.9元双人餐;,周一至周日 10:00-00:00,13158953362,1,,
新疆吉力力烧烤,烧烤,3.5,琼山区,20.00015,110.35041,琼山区朱云路,88代100元;,,18665750222,1,,
佰家粥铺,粥类,3.5,银海路,19.2592,110.45278,琼海市银海路86号,21.8元单人套餐，25.8元两人套餐;23.8代30元;,,18642269520,1,,
永生美味园,海南菜,0,文昌,19.605556,110.745862,文昌市文城镇文西路大潭村路口,3-4人餐130元，2-3人餐130元，6人餐190元，4-6人餐198元，4-6人餐238元，2-3人餐290元，8-10人餐408元;85代100元;,周一至周日 09:00-13:00 17:00-21:00,13976628535,1,,
岭头渔闲农家乐,农家菜,0,文昌,19.631398,110.765485,文昌市文城镇衡山桥岭头村内进50米,2-3人餐99元，双人餐106元，3-4人餐223元，5-7人餐369元，8-10人餐529元;85代100元;,周一至周日 10:30-21:00,15109857355,1,,
到点菜馆,快餐,3.5,澄迈县委党校,19.762071,110.00975,澄迈县金江镇金马三横东路中嘉商业街B01号商铺,双人餐108元，3-4人餐138元，4-5人餐168元，3-4人餐188元;,,13609071696,1,,
琼菜乡山味道馆(清澜渔人码头店),海南菜,0,文昌,19.543629,110.83112,文昌市清澜半岛椰风路1号3栋负一层101-102号,双人餐247元起，5-6人餐599元，3-4人餐656元，5-6人餐666元，5-6人餐794元;,周一至周日 09:30-14:00 16:00-21:30,13976952089/13707552603,1,,
东水客来海鲜酒楼,海鲜,3.5,澄迈县,19.980849,110.069528,澄迈县老城镇东水港村1号,双人餐218元，4人餐318元，6人餐618元;78代100元;,周一至周日 午市 10:00-15:00 晚市 16:30-22:00,18608931999,1,,
乌所味,奶茶/果汁,0,澄迈老城镇,19.943678,110.128693,澄迈县老城镇第三时间广场,10.8元优惠套餐，16.8元静冈抹茶鲜奶;,周一至周日 午市 11:00-23:30,13637565337,1,,
颜创,快餐,0,龙华区,20.020569,110.304044,龙华区金贸西路世贸雅苑F座负一楼亿万嘉超市6号,9.9元颜创单人简餐，35元颜创2-3人餐，68元颜创3-4人餐;39.9代50元;,,0898-68564417,1,,
渝味居川菜馆,川菜,0,临高县政府,19.910597,109.693648,临高县临城镇江北东路21-22号铺面,双人餐88元，3-4人餐136元，5-6人餐199元;,,18623242079,1,,
笙皓羊肉馆(中山南路店),海南菜,0,中山南路,19.986923,110.361723,琼山区中山南路汇银酒店对面（近百乐城ktv）,双人餐88元，4人餐199元，6人餐338元;88代100元;,周一至周日 11:30-14:30 17:30-21:30,18689857775,1,,
老北京面饺子馆羊蝎子涮羊肉,老北京火锅,3,博鳌亚洲论坛永久会址,19.160309,110.586989,琼海市水城路,单人餐18元，双人餐35.8元，2-3人餐99元，2-3人餐128元，2-3人餐128元，2-3人餐158元;,周一至周日 晚市 08:00-18:00,18898937707,1,,
鱿侠客,小吃快餐,0,那恁路,19.516017,109.57123,儋州市那恁路33号,4.9元单人奶茶，6.9元单人芒果奶茶，6.9元金桔柠檬茶，13元单人鱿鱼套餐，16.9元香辣单人餐，39.9元双人套餐;,,13389890382,1,,
徐记澄迈牛肉店,牛肉火锅,0,秀英大道,20.013939,110.281944,秀英区海秀西路189号（玛雅海景酒店给隔壁）,3-4人餐115元;,周一至周日 晚市 10:00-23:00,13698939516,1,,
人从众烤鱼烧烤,烧烤,0,先锋路,19.516611,109.573154,儋州市先锋路19号,2-3人餐68元，2-3人餐88元;,"周一至周四,周日 夜宵 22:00-04:00",13617572927,1,,
萌味蛋糕店,蛋糕,0,琼山区,20.002809,110.364054,琼山区东门里路38号东门路幼儿园旁,小猪佩琪88元;,周一至周日 06:00-23:00,15109809057,1,,
沙县砂锅米线,快餐,0,琼山区,19.987213,110.361653,琼山区中山南路凤翔东路150号（财源精品酒店对面）,16元牛腩砂锅米线，56元猪脚牛腩+炖汤超级双人套餐，158元8-10人炒菜套餐;,,18976450898,1,,
清亭火锅馆,炭火锅,0,秀英区,20.006348,110.201321,秀英区长流镇长康路101号（德尔雅幼儿园对面）,双人餐32元起，3-4人餐68元，2-3人餐98元，3-4人餐98元，2-3人餐108元，2-3人餐118元;,周一至周日 16:00-23:00,18708955524,1,,
肥仔螺蛳粉,螺蛳粉,0,灵山镇,19.96323,110.437609,美兰区琼文大道灵山农贸市场早餐街B2,6.9元爽口粉，6.9元叉烧粉，6.9元桂林米粉，7.9元柳州螺蛳粉;,周一至周日 07:00-22:00,18889430702,1,,
点点山河,小吃快餐,0,龙腾西路,19.516271,109.566691,儋州市龙腾西路51号（新汇宾馆斜对面，梦之岛宾馆往北约20米处）,8折（买单立享）;3.9元超值下午茶，9.9元蒸饭系列，9.9元店长推荐，39.9元超值下午茶;,周一至周日 07:00-01:00,13700481008,1,,
重庆小面,面条,0,龙华区,20.025876,110.333111,龙华区义龙西路17号,10元美味肥肠面;,,13518089659,1,,
杨记利口福,蛋糕,3.5,新港/长堤路,20.042002,110.336873,美兰区得胜沙路123号,9.5折（买单立享）;9.9元精品套餐;,周一至周日 10:00-14:00 17:00-19:30,13976555572,1,,鸽子粥
楚味鸭子店,熟食,0,澄迈县,19.961532,110.132869,澄迈县老城镇南海大道（湘水湾酒店旁）,4-5人餐158元;,,0898-67486611,1,,"干煸鸭子锅,干煸猪手锅,老鸭汤锅,刀拍黄瓜"
大益茶体验馆,茶馆,0,盈滨半岛,19.984604,110.123489,澄迈县海蓝福源东2区东区一楼,99元大益茶1-2人套餐;,周一至周日 10:00-22:00,13198998817,1,,
鲜极麻辣烫店,麻辣烫,0,秀英区,19.99506,110.28189,秀英区南海大道192号新村物流货运中心B栋底层10号,套餐8元，套餐18元，套餐26元;,周一至周日 09:00-22:30,15565836651,1,,"热狗,娃娃菜,金针菇,荤菜,青菜,豆腐皮,菠菜,牛肉丸,香菇丸,土豆,藕片,小青菜,龙虾丸,鱼豆腐,长青菜,鸡蛋,青青菜,白豆腐,鸡蛋面,粉丝,面,小面,香肠,海带丝,撒尿牛肉丸,小片,小块,绿豆芽,大豆芽,冬瓜,海带结"
金海岸大酒店·鳌仙吧,其他美食,0,博鳌亚洲论坛永久会址,19.155916,110.580216,琼海市水城路博鳌金海岸大道8号（博鳌亚洲论坛金海岸大酒店内）,88元下午茶2人套餐，158元下午茶精致套餐;,周一至周日 14:00-17:00,0898-62778888,1,,
农厨好味饭店,其他浙江菜,0,屯昌县,19.368196,110.105,屯昌县东风东路70号,2-4人餐98元，3-5人餐138元;,周一至周日 09:00-22:00,13976002958,1,,
周记鲜味,小吃快餐,3.5,临高县,19.912529,109.69456,临高县临城镇江北路街区改造工程79间铺面,9.5折（买单立享）;6人餐75元;,,13208939182,1,,
林记鱼煲王,海南菜,0,天安购物广场,19.695348,110.322829,定安县定城镇见龙大道127号（定城南珠幼儿园旁）,3-5人餐101.6元;,周一至周日 10:00-22:00,13876012573,1,,
蚝姐生蚝(红城湖店),海鲜,3.5,海南工商学院周边,20.006809,110.371069,琼山区红城湖延长线上丹村41号一楼（百香园美食城旁）（百香园美食城旁）,79.9代100元;,周一至周日 17:30-02:30,15799000399/13379943399,1,,
定安新竹小黄牛,快餐,3.5,秀英区,20.026672,110.232622,秀英区长彤路昌明村路口对面,3-4人餐142元，3-4人餐150元，3-4人餐165元;,周一至周日 09:00-22:30,13876831820,1,,
琼海王家清补凉餐吧,海南菜,3.5,美兰区,20.02601,110.3571,美兰区勤政路32号（蓝天路中国银行旁夜市进100米）,6.8元琼海炒冰清补凉;,周一至周日 12:00-00:30,18976055331,1,,
半岛咖啡,咖啡厅,0,屯昌县,19.31615,110.133486,屯昌县381县道天塘水库天湖半岛小区,单人餐19.9元;16代20元;,周一至周日 08:00-21:00,18889967273,1,,
鸿亮湘菜馆,湘菜,0,白沙县,19.211928,109.44527,白沙县桥南路196号,4-6人餐238元，8-10人餐380元;,周一至周日 10:30-13:30 16:30-21:00,18117711678,1,,
好来客美食坊,米粉,0,欧凯生活广场,19.90911,109.683757,临高县临城镇文明路86号（商场后面梦茶轩旁）,9折（买单立享）;16代20元;,,15607508218,1,,
鲜家送供应链,生鲜,0,琼山区,19.986473,110.357968,琼山区迈瀛村20号,0.9折（买单立享）;42元甘肃老树苹果5斤礼盒装;,周一至周日 10:00-22:00,0898-36662585,1,,
好乐多(兴业广场店),快餐,0,兴业世纪广场,19.262054,109.063,昌江县兴业世纪广场B栋105号,9代10元;,周一至周日 09:00-01:30,0898-26777966,1,,
皇庭皇茶,饮品店,0,万达广场,19.980854,110.278016,秀英区万达后面南洋里J-1021,12元椰子雪香;,周一至周日 09:00-21:30,17372074325,1,,
八度坊鸡排(万达广场店),鸡架,3.5,秀英区,19.98212,110.27966,秀英区224国道万达南洋街,20代40元;,周一至周日 午市 11:30-14:00 晚市 17:30-21:00,13322006028,1,,
莫记经济饭店,其他地方菜,0,屯昌车站,19.369802,110.101311,屯昌县车站对面,2-3人餐100元，3-5人餐125元;82代100元;,周一至周日 午市 10:30-21:00,13876102755,1,,
东盛烤鱼,烤鱼,0,文化中路,19.517897,109.583231,儋州市文化中路21号,2-3人餐65元，3-4人餐78元;,,18389348293,1,,
锦山五香羊山荘,羊肉火锅,0,凤翔路,19.986662,110.350784,琼山区凤翔东路凤翔商务酒店旁,80代100元;,,18089751503/13368961518,1,,
老蒙家猪杂汤,海南菜,3.5,文明路/和平南路,20.039341,110.347311,美兰区文明中路龙兴坊13号蒙家大院大铁门内（海口市第十三小学东）,双人餐24元;,周一至周日 下午茶 13:30-19:00,18976447689,1,,
绿色的房子,快餐,0,秀英区,20.00072,110.263011,秀英区向荣村一队61号,6元单人饮品;,周一至周日 09:00-22:00,19989681669,1,,
鸿园饭店,其他地方菜,3.5,灵山镇,19.951323,110.435966,美兰区鸿州江山步行街,80代100元;,周一至周日 午市 11:30-14:00 晚市 17:30-21:00,13215851522,1,,
老城重楼老火锅,重庆火锅,0,澄迈老城镇,19.943889,110.128647,澄迈县老城第三时间商业街老城大润发购物广场二楼,2-3人餐148元，3-4人餐150元;,周一至周日 10:00-15:00 17:00-22:00,18078944157,1,,
夜猫子重庆兄弟老火锅,重庆火锅,0,东方,19.09944,108.67022,东方市二环南路吉祥康郡3号商铺（凯撒酒店正对面）,3-4人餐118元;,,0898-25529936,1,,
博成咖啡,咖啡厅,0,琼山区,19.982415,110.385195,琼山区双创广场,单人餐9.9元起，双人餐45元;,,18689557595,1,,
万宁后安粉汤店,粉丝汤,3.5,海甸岛,20.065385,110.327891,美兰区海甸五西路万福新村9栋103室,9.5折（买单立享）;,周一至周日 09:00-17:00,18889790717,1,,
东星中西茶楼,小吃快餐,3.5,文昌,19.573507,110.861693,文昌市东郊镇椰乡南路56号（亲友超市南行50米）,每满50减3（买单立享）;,周一至周日 06:00-19:00,18789166215,1,,
鲜果の茶(锦地翰城店),奶茶/果汁,0,秀英区,19.979831,110.28718,秀英区白水塘15号锦地翰城二期6号楼第1层10号,,周一至周日 10:00-23:00,0898-68634953/18089876558,1,,
田园农家饭,农家菜,3.5,东郊椰林风景名胜区,19.529683,110.854674,文昌市185县道蓝域民宿旁,,周一至周日 08:00-22:00,18789944442/13907644442,1,,
吧丽抱罗粉,海南菜,3.5,南沙路,20.01642,110.331283,龙华区南沙路与金宇东路交叉口,68代100元;,周一至周日 06:00-24:00,0898-66712448,0,,抱罗粉
必胜客(海秀店),披萨,4,明珠广场,20.030566,110.343002,美兰区海口市海秀东路10号潮流视窗二楼,单人餐120元;142.5代150元;,周一至周日 10:00-22:00,0898-66736618,0,,"巧克力雪域,抹茶雪域,香鸡翼,双薯沙拉,奶油蘑菇汤,海底金枪比萨,美式冰激凌布朗宁,芝心鲜虾皇冠,薯格,鸡翅,鸡茸蘑菇汤,美式大薯格,意式香滑冻布丁,匈牙利风情牛肉焗饭,酥皮芝心海陆双尊比萨,欢乐圣诞大拼盘,太妃榛果拿铁,尊尚丝滑奶茶（热）,暖心邂逅节日浓汤,乳酪芝士蛋糕（圣诞版）,橙汁饮料,详情以店内菜单为准,缤纷蔬菜色拉,蜜桃果茶（冷）,香浓玉米汁（热）,香烤劲牛比萨（普通装）"
肯德基(大同店),快餐,3.5,友谊广场,20.038109,110.337902,龙华区海口市大同路1号施达商场一楼,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,,0898-66116523,0,肯德基（Kentucky Fried Chicken，肯塔基州炸鸡），简称KFC，是美国跨国连锁餐厅之一，同时也是世界第二大速食及**炸鸡连锁企业，由哈兰德·大卫·桑德斯于1930年在肯塔基州路易斯维尔创建，主要出售炸鸡、汉堡、薯条、蛋挞、汽水等高热量快餐食品。,"香辣鸡腿堡,葡式蛋挞"
肯德基(国贸店),快餐,3.5,玉沙路,20.026105,110.320483,龙华区国贸大道28号金贸商城首层,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 全天,0898-68599310,0,肯德基（Kentucky Fried Chicken，肯塔基州炸鸡），简称KFC，是美国跨国连锁餐厅之一，同时也是世界第二大速食及**炸鸡连锁企业，由哈兰德·大卫·桑德斯于1930年在肯塔基州路易斯维尔创建，主要出售炸鸡、汉堡、薯条、蛋挞、汽水等高热量快餐食品。,"阿根廷烤翅,香辣鸡腿堡"
肯德基(海秀店),快餐,3.5,明珠广场,20.029962,110.342763,美兰区海口市海秀路10号明珠广场一二楼,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,,0898-66746593,0,肯德基（Kentucky Fried Chicken，肯塔基州炸鸡），简称KFC，是美国跨国连锁餐厅之一，同时也是世界第二大速食及**炸鸡连锁企业，由哈兰德·大卫·桑德斯于1930年在肯塔基州路易斯维尔创建，主要出售炸鸡、汉堡、薯条、蛋挞、汽水等高热量快餐食品。,"新奥尔良鸡翅,老北京鸡肉卷,香辣鸡腿堡,新奥尔良鸡腿堡,玉米色拉,薯条,雪顶咖啡,圣代,全国门店根据区域价格不统一，请以店内菜单为准"
肯德基(金世纪店),快餐,3.5,亿圣和广,20.026478,110.339137,美兰区海秀路金世纪商厦一楼,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 全天,0898-66799026,0,,香辣鸡腿堡
肯德基(海府店),快餐,3.5,海府路沿线,20.031569,110.351531,美兰区海府路18号南亚广场首层,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 10:00-22:00,0898-66105282/66105912,0,肯德基（Kentucky Fried Chicken，肯塔基州炸鸡），简称KFC，是美国跨国连锁餐厅之一，同时也是世界第二大速食及**炸鸡连锁企业，由哈兰德·大卫·桑德斯于1930年在肯塔基州路易斯维尔创建，主要出售炸鸡、汉堡、薯条、蛋挞、汽水等高热量快餐食品。,"全国门店根据区域价格不统一，请以店内菜单为准,劲爆鸡米花,新奥尔良鸡翅,老北京鸡肉卷"
肯德基(宜欣店),快餐,3.5,宜欣广场,20.024537,110.313073,龙华区海口市明珠路8号首层,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 10:00-22:00,0898-68537266,0,肯德基（Kentucky Fried Chicken，肯塔基州炸鸡），简称KFC，是美国跨国连锁餐厅之一，同时也是世界第二大速食及**炸鸡连锁企业，由哈兰德·大卫·桑德斯于1930年在肯塔基州路易斯维尔创建，主要出售炸鸡、汉堡、薯条、蛋挞、汽水等高热量快餐食品。,"鸡米花,奥尔良鸡腿堡,新奥尔良鸡翅,炸鸡,薯条,蛋挞,雪海深鱼堡,全国门店根据区域价格不统一，请以店内菜单为准,香辣鸡腿堡"
肯德基(海甸店),快餐,3.5,海甸岛,20.051963,110.341049,美兰区人民路12号民博大厦1楼（海甸三西西路与人民桥交汇处）,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 全天,0898-66292929/66292626,0,肯德基（Kentucky Fried Chicken，肯塔基州炸鸡），简称KFC，是美国跨国连锁餐厅之一，同时也是世界第二大速食及**炸鸡连锁企业，由哈兰德·大卫·桑德斯于1930年在肯塔基州路易斯维尔创建，主要出售炸鸡、汉堡、薯条、蛋挞、汽水等高热量快餐食品。,"奥尔良烤翅,披蛋卷,雪顶咖啡,葡式蛋挞,香辣鸡腿堡"
肯德基(府城店),快餐,3.5,忠介路,20.000364,110.355593,琼山区海口市忠介路1号琼山百货大楼一楼,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 06:00-12:00,0898-65886404,0,,"楚味鸡翅,香辣鸡腿堡"
肯德基(上邦店),快餐,3.5,上邦百汇城,20.021371,110.322633,龙华区龙华路上邦百汇城,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,,0898-68570266,0,,香辣鸡腿堡
肯德基(滨海DT店),快餐,3.5,秀英时代广场,20.018772,110.282986,秀英区滨海大道秀英时代广场首层,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 全天,0898-68636310,0,肯德基（Kentucky Fried Chicken，肯塔基州炸鸡），简称KFC，是美国跨国连锁餐厅之一，同时也是世界第二大速食及**炸鸡连锁企业，由哈兰德·大卫·桑德斯于1930年在肯塔基州路易斯维尔创建，主要出售炸鸡、汉堡、薯条、蛋挞、汽水等高热量快餐食品。,香辣鸡腿堡
必胜客(玉沙店),披萨,4,京华城,20.028256,110.31968,龙华区玉沙路21号京华城一层A016,单人餐120元;142.5代150元;,周一至周日 10:00-22:00,0898-68527205,0,,"肉丸芝士焗饭,浓情香鸡翅,肋眼牛排,香草凤尾虾,鸡翅,奶油酥皮蛤蜊汤,西冷牛排,鱼籽酱虾球,缤纷蔬菜色拉,蜜桃果茶（冷）,香浓玉米汁（热）,香烤劲牛比萨（普通装）,匈牙利风情牛肉焗饭,酥皮芝心海陆双尊比萨,欢乐圣诞大拼盘,太妃榛果拿铁,尊尚丝滑奶茶（热）,暖心邂逅节日浓汤,乳酪芝士蛋糕（圣诞版）,橙汁饮料,北美特色枫香鸡翅,法式红酒焗蜗牛,法式酥盒,超值缤纷小吃拼盘,鸡肉蘑菇法式酥盒,详情以店内菜单为准,美式大薯格,土豆色拉,尊享奶茶,意式香滑冻布丁"
肯德基(海垦店),快餐,3.5,海垦路,20.007375,110.307624,龙华区海垦路51号西岭华庭商业广场1层101号单元,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,周一至周日 全天,0898-68961851,0,肯德基（Kentucky Fried Chicken，肯塔基州炸鸡），简称KFC，是美国跨国连锁餐厅之一，同时也是世界第二大速食及**炸鸡连锁企业，由哈兰德·大卫·桑德斯于1930年在肯塔基州路易斯维尔创建，主要出售炸鸡、汉堡、薯条、蛋挞、汽水等高热量快餐食品。,"红豆派,雪顶布丁,EXO星能套餐,吮指原味鸡,香辣鸡腿堡"
肯德基(国兴店),快餐,3.5,国兴大道,20.016986,110.374908,美兰区海口市国兴大道北侧盛达景都一层,31.9元Y9堂食单人餐B，33.7元Y8堂食单人餐A，42.7元Y11堂食套餐，50.4元Y10堂食双人餐;19代20元;,,0898-65228856,0,肯德基（Kentucky Fried Chicken，肯塔基州炸鸡），简称KFC，是美国跨国连锁餐厅之一，同时也是世界第二大速食及**炸鸡连锁企业，由哈兰德·大卫·桑德斯于1930年在肯塔基州路易斯维尔创建，主要出售炸鸡、汉堡、薯条、蛋挞、汽水等高热量快餐食品。,"土豆泥,翅桶,蛋挞,香辣鸡腿堡"
