店铺名称,类别,评分,所属片区,纬度,经度,详细地址,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜
泡芙皇后,蛋糕,3.5,樊城区,32.042699,112.142251,樊城区前进路德福花苑底商,5元原味泡芙巧克力泡芙草莓泡芙抹茶泡芙，68元八寸鲜奶水果蛋糕生日蛋糕，6寸芭比娃娃泡泡浴生日蛋糕68元，8寸皇冠蛋糕生日蛋糕118元，8寸芭比音乐盒蛋糕生日蛋糕128元，8寸一帆风顺水果生日蛋糕128元，138元八寸芒果千层蛋糕生日蛋糕，双层鲜奶水果蛋糕生日蛋糕178元，多层水果蛋糕生日蛋糕289元;85代100元;,周一至周日 08:00-21:00,13235685088,54,,
say吧奶茶屋,咖啡厅,3.9,人民广场,32.043643,112.161087,樊城区人民广场鹿角门35中门面房,每满20减4（买单立享）;5.9元拿铁雪泥，6.9元芒果西米露;16代20元;,周一至周日 06:00-21:00,15172617575,53,,"芒果西米露,拿铁雪泥"
星饮(北街店),甜点饮品,4.2,鼓楼,32.02179,112.14868,襄城区北街第二个牌坊北50米(33中旁),16代20元;,周一至周日 10:00-22:00,17771006119,53,,"墨西哥鸡肉卷,上校鸡块,炸鸡翅,奥尔良鸡翅,辣子鸡块,香辣鸡腿堡,蓝色海洋"
新食尚农家菜,烤鱼,4.2,城南,32.368411,111.667423,老河口市梨花大道融晟外滩5号楼115号（天河建国饭店）,双人餐68元，3-4人餐88元，3-4人餐98元，4-6人餐138元，5-7人餐168元，4-6人餐188元，6-8人餐218元，8-10人餐268元，8-12人餐280元;88代100元;,周一至周日 10:00-24:00,18071787877,53,,
涮捞煮义,快餐,3,谷城县,32.258916,111.647863,谷城县泰山路谷城一中群芳摄影旁,25代30元;,周一至周日 10:00-22:00,13177230198,53,,
27℃法式甜品,甜点饮品,3.5,沿河公园,31.869377,111.264584,保康县清溪路保康审计局对面,进口奶油蛋糕124元，奶油水果蛋糕169元;,周一至周日 09:30-22:00  非营业时段 2018-02-14至2018-02-22 全天,0710-5811173,52,,
户大姐土豆靓粉,米粉,3,谷城县,32.259157,111.641608,谷城县城关镇双雄路南端（华中宾馆楼下）,16.4元单人，17.8元单人套餐，35.8元双人餐;,,15971159625,52,,"麻辣土豆粉,剁椒土豆粉,番茄土豆粉,肉夹馍,果汁"
重庆黔江古镇鸡杂,川菜,4,樊城区,32.047125,112.137484,樊城区立业路,双人餐69.9元，3-4人餐138元，6-8人餐258元;43.9代50元;,周一至周日 10:00-00:00,13396123219,52,,
丹江渔夫,鱼火锅,4.4,万达,32.062869,112.137564,樊城区紫贞路长虹盛景门面房（襄阳市第一人民医院正对面）,2-3人餐79元，6人餐188元;80代100元;,周一至周日 09:30-14:30 16:30-21:30,0710-3617918,52,,
仓桥家,日本菜,3.7,襄城武商,32.010444,112.140112,襄城区长虹南路武商4楼,满100送8元尊享券（买单立享）;92代100元;,周一至周日 10:00-21:00,0710-3230512,52,,
哥伦布奶茶小吃(恒大店),奶茶/果汁,4.3,檀溪路,32.003588,112.11056,襄城区滨湖路恒大名都正大门右转内铺2-2单元104号,15元优选单人套餐，19.9元单人餐;,周一至周日 09:00-23:00,15897997807/18327579925,52,"哥伦布奶茶店经营范围：手工冰淇淋 贡茶 奶茶 特色小吃 炸鸡排  鸡米花 薯条 
","特调果汁,香辣大鸡排"
皇家鸡排,炸串,5,南漳县,31.7751,111.843833,南漳县城关镇便河路27号（金漳大厦门面）,6.8元黑椒鸡块，8.8元藤椒鸡块，10.9元藤椒劲脆鸡排，10.9元皇家鸡胗，10.9元柠檬草鸡排，11.9元皇家鸡排，16元爆浆鸡排，21元小吃套餐，23元小吃套餐，27元皇家鸡排套餐，39.9元黄金脆皮全鸡套餐;,,18872456525,51,,
星饮(七里河路店),小吃快餐,4.2,家乐福,32.060887,112.138732,樊城区七里河路二十中旁,1.9元加州甜橙;,周一至周日 09:00-19:00,13657100183,51,,"加州西梅芦荟,巴厘岛可可,水蜜桃红茶,北海道奶茶"
姐妹俩土豆粉(定中街),土豆粉,3.7,人民广场,32.038119,112.15631,樊城区人民广场定中街4-6号,10.9元土豆粉3选1;,,18371008806,51,,
湘约湘食,湘菜,4.1,华洋堂,32.063415,112.166262,樊城区长征路普鑫上东郡小区,每满100减24（买单立享）;,,0710-3271669,51,,"公安牛三鲜,干锅有机花菜,炸汤圆"
土灶台,农家菜,3.9,家乐福,32.060276,112.144642,樊城区振兴路水文水资源勘测局正对面（商校腊排骨一条街）,2-3人餐80元，3-4人餐108元，5-7人餐168元，4-5人餐168元;50代100元，88代100元;,周一至周日 10:30-11:30,15271128160/15872320056,50,装修简单大方，店内环境充满自然气息，新鲜肉质，现场操作，让你享受到家乡的味道,"土鸡,排骨,萝卜丝焖饭,豆皮,蒜苗,凉拌萝卜丝,油菜,冬瓜片"
多焙坊,甜点饮品,4.6,沿江大道,32.388897,111.677055,老河口市俩仪街231-3号,9.5折（买单立享）;单人餐5.9元，6英寸蛋糕28元，青春洋溢48元，果园盛宴68元;,,15271955960,50,,"关东煮,6英寸蛋糕,果园盛宴,青春洋溢"
在水一方,火锅,3.9,南漳县,31.793035,111.836743,南漳县学府路182号（便河水库上面在水一方）,3-4人餐128元，3-4人餐158元，8-10人餐288元，12-15人餐498元;,,0710-5256088,50,,"水库鱼,土鸡汤火锅,黄菇鱼火锅,锅巴脆骨,鱼锅,土豆片"
小常西饼屋,甜点饮品,4.2,襄州区,32.178782,112.129618,襄州区郜马路与商业街交叉口旁,4寸水果蛋糕8.8元，8寸水果蛋糕58元，10英寸蛋糕88元起，12英寸蛋糕98元起，情景蛋糕98元，12寸+8寸蛋糕148元;,,13264795762,51,,
星宴中餐厅(四季兰亭店),湖鲜,4.3,檀溪路,32.009135,112.113109,襄城区滨江大道218号四季兰亭花园酒店2楼,6-8人餐688元，10-12人餐999元，10-14人餐1599元;,周一至周日 08:30-13:30 16:30-22:30,0710-3820777,50,,
巴黎天使烘焙公馆(百洋欧典店),新式甜品,4.4,民发世界城,32.067937,112.17362,襄州区航空路百洋欧典万家宴对面,巴黎天使4英寸蛋糕28元，巴黎天使6英寸Hello Kitty蛋糕62元，8英寸蛋糕68元起，情谊浓浓79元，芭比公主88元，10英寸蛋糕98元起，皇冠蛋糕108元，玫瑰之约10英寸蛋糕108元，小猪佩奇10英寸蛋糕108元，栗香满盈128元;,,0710-2595296/18672160926,50,,
瑞祥私房菜,私房菜,4,汉城,32.113352,112.778544,枣阳市南城沙店金童路建设路交叉口,10.8元煲仔饭（16元系列），12.8元煲仔饭（18元系列），16.8元煲仔饭（22元系列），17.8元24元系列，20.8元煲仔饭（28元系列），41元腊味杂烩火锅，70元牛腩火锅;45代50元;,周一至周日 10:30-21:00,13697104230,50,,
明星cake烘焙,蛋糕,0,东园,32.130643,112.776409,枣阳市书院街,杯子蛋糕3.9元，小蛋糕7.9元，8英寸蛋糕58元起，艺术蛋糕68元，10英寸蛋糕78元起，玫瑰心形99.8元，12英寸蛋糕99.9元起，麻神驾到100元，欧式双层12+8水果蛋糕119元，双层寿星12+8英寸158元;,周一至周日 08:00-22:00,15897955897,50,,
武汉黑鸭(南街店),小吃快餐,3.7,紫盖山,31.704134,112.264936,宜城市南街养生堂大药房南街店旁,8.8折（买单立享）;1.8元鸭翅(两节)，3.2元鸭头，3.9元鸭脖;,,15971011321,50,,鸭脖
麦淇卡烘焙坊,蛋糕,3.8,民发世界城,32.076461,112.179423,襄州区航空路民发广场3楼,9.9元蛋糕5选1，66元蛋糕2选1，88元蛋糕2选1，98元蛋糕2选1，118元蛋糕2选1;,,0710-2828358,50,,
泉城烤薯,烧烤,4.4,樊城区,32.04453,112.152053,樊城区星火路,3.9元5元烤薯一份;8.8代10元;,,13986323086,50,,
三味真火特色餐厅,湖北菜,4,襄州,32.0845,112.2051,襄州区航空路长安市场一巷27号（长安市场后门）,2-3人餐68元，3-4人餐98元，8-12人餐328元;,周一至周日 09:00-14:00 16:30-22:00,0710-2870007,49,,"干锅仔鸡,家常煎鲫鱼,口味生态木耳,田园时蔬,开胃汤,黄金大饼,米饭,时蔬一道,水果拼盘,砂锅鱼头泡饭,鱼头泡饭,腊板鸭炖莴笋,椒盐藕夹,家常蹄子火锅,五谷杂娘,黄豆芽,五香驴肉,大白菜,干槐花炒鸡蛋,豆腐,回锅牛肉,冬瓜片,干锅跳跳蛙,鸭血,糖醋果味里脊,土豆片,梅干菜扣肉,刀拍黄瓜,特色醉鹅,花仁拌鱼皮,洋葱拌木耳,开屏武昌鱼,剁椒金针菇,油面肉丝,襄阳杂烩火锅,冬瓜排骨汤,干锅有机花菜,米酒蛋花羹,醋泡花生米,五花肉烧萝卜,农家小炒肉,椒盐河虾,夹馍粉蒸肉,老醋蛰头,干锅千叶豆腐,沾汁卤牛肉,香菜萝卜丝"
麦斯贝尔蛋糕,蛋糕,4.1,二汽,32.115385,112.197145,襄州区二汽转盘连山鼎府,6英寸蛋糕69元起，76元蛋糕2选1，76元蛋糕2选1，爱.如火乳脂蛋糕96元，芒果慕斯蛋糕96元，祝寿蛋糕106元，108元蛋糕3选1，118元蛋糕5选1，208元蛋糕3选1，258元蛋糕3选1，三层水果蛋糕388元，6层水果塔架蛋糕488元;,周一至周日 全天,13774166150,49,,
吉吉蛋糕(星火路店),西式甜品,5,人民广场,32.04397,112.154019,樊城区人民广场市展览馆2号住宅楼1楼（v秀美食城后门）,8英寸蛋糕79元起，玫瑰蝴蝶蛋糕88元，88元蛋糕4选1，数字蛋糕98元，小猪佩琪108元，钱袋蛋糕立体108元，提拉米苏119元，芭比娃娃蛋糕立体128元，法国总统动物奶油蛋糕148元，粉色Kitty178元;,周一至周日 08:30-19:00,13995723427,48,,"金色年华,流金岁月,慕斯蛋糕,果园,花开富贵,冬之约,流年,派对,硕果累累,小汽车蛋糕（可升级8英寸）,风梨慕斯蛋糕（表面装饰可换）,滴滴情怀,赌神,逢赌必赢,6层塔架蛋糕（4+6+8+10+12+14）,芭比娃娃（8+6）,绯红浪漫,黑色迷情,绿色情怀,丰收季节,麻将蛋糕（市区免费配送）,绿茵梦想,多啦a梦,灰太狼,喜羊羊,飞龙在天"
荔枝甜品(人民广场店),蛋糕,4.1,天元四季城,32.041286,112.150901,樊城区大庆西路与人民路交叉口西北角（天元四季城公寓楼1-3单元9楼）,8英寸蛋糕78元起，水果蛋糕88元，情景蛋糕108元;,,15872323852/18071787721,48,,
张欢蛋糕店,蛋糕,4.2,襄州区,32.309694,112.139524,襄州区黄集镇黄石路15号,6寸欧式水果巧克力夹心蛋糕40元，小仙女泡泡浴卡通奶油蛋糕68元，小猪佩琪儿童情景水果蛋糕78元，10寸生日蛋糕85元，皇冠女神蛋糕88元，12寸欧式水果巧克力夹心蛋糕105元，12寸双层生日蛋糕148元，3层生日蛋糕218元;,,13871695622,48,,
亮仔家常菜,湖北菜,4.1,襄城区,32.013248,112.148513,襄城区内环路西门桥城墙边华美商务宾馆对面,2-3人餐58元，3-4人餐99元;,周一至周日 11:00-22:30  非营业时段 2018-02-11至2018-02-22 全天,13545309667,48,,"辣子鸡,干锅鸡,干锅辣子鸡,炒时蔬,皮蛋豆腐汤"
张姐烤肉拌饭脆皮鸡饭,快餐,4.1,风华路,32.051856,112.145225,樊城区建新路新华公寓1幢1层106号门面租房,每满30减5（买单立享）;9.9元烤肉拌饭脆皮鸡饭;,周一至周日 09:00-21:00,15971128811,48,,
爽口海底捞,川味火锅,5,胜利街,32.007658,112.158677,襄城区盛丰路12号,单人餐28元;,周一至周日 10:00-23:00,18307209873,48,,
百香果园,水果生鲜,4.4,风华路,32.052,112.14588,樊城区新华乐园巷5号,每满30减3（买单立享）;,周一至周日 07:00-22:30,18665460305/18871563831,48,,
湘水谣新概念湘菜,湘菜,4.1,民发世界城,32.078034,112.176825,襄州区永安南路襄州七中旁,8-10人餐365元，10-12人餐458元，12-15人餐588元，12-14人餐598元;78代100元，88代100元;,周一至周日 09:00-21:00  非营业时段 2018-02-10至2018-02-20 全天,13545321378,47,,
百芬蛋糕(武商店),蛋糕,0,檀溪路,32.010758,112.139046,襄城区武商量贩超市对面,48元蛋糕3选1，58元蛋糕4选1，78元蛋糕4选1，78元蛋糕2选1，12英寸蛋糕99元起，108元蛋糕2选1，118元蛋糕2选1，水果蛋糕129元，14英寸蛋糕158元起，14英寸蛋糕158元起，16英寸蛋糕188元起，水果蛋糕218元，239元蛋糕2选1，4层塔架248元，6层塔架359元;,周一至周日 07:00-21:00,15997174552,47,,
吖吖木屋cake(万达店),蛋糕,4.6,万达,32.063239,112.137471,樊城区紫贞路7号长虹盛景1栋门面房,69元蛋糕6选1，创意蛋糕78元，浪漫玫瑰82元，106元蛋糕4选1，118元蛋糕13选1，118元蛋糕6选1，福寿延绵蛋糕188元，198元蛋糕20选1，398元蛋糕5选1;,周一至周日 08:00-20:00,13669005557,47,,
川妹子自助火锅,火锅自助,0,康乐福百货,31.873173,111.261053,保康县清溪路中央广场三楼,单人午餐34.2元;,周一至周日 09:30-14:30 16:00-21:30,0710-5833885,47,,
又卷烧饼(时代天街店),小吃快餐,3.5,时代天街,32.100029,112.19451,襄州区时代天街,15代20元;,,13886266679,47,,
周黑鸭(襄阳富康大道店),卤味,4,二汽,32.11817,112.19255,襄州区富康路好邻居二汽超市,9.8折（买单立享）;,周一至周日 09:00-20:00,400-171-7917,47,,
小媳妇私房菜,私房菜,4.1,襄城区,32.044387,112.18672,襄城区绿洲大道，鱼梁洲经济开发区,3-4人餐98元，双人餐98元，7人餐168元;,,13476395926,46,小媳妇私房菜位于鱼梁州加油站对面，交通便利，口味正宗，味道优美。,"虾蟹双拼粥,干锅鹅翅,油焖大虾,皮蛋瘦肉粥,拉皮炒肉丝,刀拍黄瓜,炒土豆粉"
左拐弯美食掌柜,烤鱼,0,谷城县,32.261425,111.6297,谷城县中华路街盛世佳园商铺,2-3人餐78元，2-4人餐129元，2-4人餐149元，6-8人餐309元;85代100元;,,15071563676,46,,
麻花火锅,串串香,3.9,情侣路,31.705834,112.248559,宜城市情侣路翠湖阳光城底商,2-3人餐129元，4-5人餐159元，6-8人餐229元;39代50元，79代100元;,周一至周日 09:00-02:00,17762765720,46,,
仟佰味酒楼,川菜,4.3,中华大道,31.715662,112.251528,宜城市嘉豪小区东门斜对面（美丽果幼儿园旁）,6-8人餐178元，8-10人餐238元;,,18627751983,46,,"大虾,农家小炒肉"
米西寿司,日式寿司,0,徐庶故里,31.778644,111.855137,南漳县城关镇玉印路32号,双人餐89元，3-4人餐198元，6-8人餐418元;,周一至周日 11:00-23:00,15172599994,46,,
泉润坊·鱼头泡饭(邓城二分店),湖北菜,3.5,樊城区,32.08699,112.139426,樊城区邓城大道民发天地8号门,4-5人餐189元，6-7人餐269元，8-10人餐399元;,,0710-3667777,46,,
桌桌鲜鱼,川味火锅,3.5,谷城县,32.25585,111.629057,谷城县谷丰街旺恒国际美食街118,双人餐79元，3-4人餐128元;85代100元;,周一至周日 10:00-22:00,18727115668/13554177135,45,,
叶氏面馆,快餐,3.9,谷城县,32.279741,111.471992,谷城县石花镇武当路来福门购物广场对面,2.5元蔬菜汤小份，3.5元紫菜蛋汤，4元原味奶茶中杯，4.5元肉丝面，4.5元酸辣粉，4.5元西红柿鸡蛋汤，5.5元拌面，5.5元温州拉面，6.5元鸡蛋拉面，6.5元煮水饺，7.5元番茄鸡蛋面(粉），9元肉丝炒年糕，9元炒面，9.5元鸡蛋煮年糕，11.5元豆腐干肉丝套餐饭，11.5元酸豆角肉沫套餐饭，11.5元西红柿鸡蛋套餐饭，12元台式香肠便当饭，12元牛肉酸辣粉，12元排骨拉面，12.5元青...;,周一至周日 06:00-22:00,18062250959,45,,
派乐汉堡,快餐,3.5,人民广场,32.040629,112.15093,樊城区大庆西路8号天元四季城，必胜客餐厅正对面,6.9元单人B套餐，12.8元单人套餐，21.6元双人A套餐，23.8元双人B套餐;25.8代30元;,,18029170638,45,,
藏源虫草行,甜点饮品,4.1,万达,32.060992,112.131559,樊城区体育馆北路万达底商1-119（万达皇冠假日酒店西行200米）,双人餐48元起;,,0710-3505156/13807270097,45,,冰糖燕窝
红满锅冷锅鱼(石花直营店),鱼火锅,4.2,谷城县,32.283029,111.470065,谷城县石花镇北大街城建所斜对面,双人餐98元，3-4人餐98元，4-5人餐118元;,,13886829065,45,,
王氏特色烤牛肉(凤凰大道店),韩式烤肉,0,学府路/锦绣家园,31.785175,111.837009,南漳县凤凰大道凤凰新城售楼部旁（地税局对面）,双人餐150元，4-6人餐282元;,周一至周日 午市 11:00-14:00 晚市 17:30-02:00,0710-5557578/18727186311,45,,
常春酒店楚甲府,其他美食,4.6,襄州,32.080272,112.16479,襄州区春园东路常春酒店二楼,2-3人餐138元，4-5人餐269元，6-8人餐598元，8-10人餐900元;,周一至周日 09:00-14:00 17:00-20:00  非营业时段 2018-02-16至2018-02-20 全天,0710-3335777,44,,
一米留香香辣炸鸡饭,小吃快餐,3.9,隆中,32.000213,112.044036,襄城区明志路609菜市场门口（金色美食城旁）,满15减2（买单立享）;9.9代12元;,周一至周日 10:00-20:00,13797656133,44,,炸鸡饭
烧烤传奇,中式烧烤,4.3,民发世界城,32.072193,112.174936,襄州区汉津路76号,2-3人餐57.6元，3-4人餐149元，4-6人餐229元;,周一至周日 18:00-02:00  非营业时段 2018-02-14至2018-02-22 全天,18671042687,44,,
美味佳蛋糕,蛋糕,3.5,南城,32.106986,112.764828,枣阳市光武路大商园农贸市场超市东大门口旁,经典水果蛋糕24.9元，水果蛋糕29.9元，10英寸蛋糕39.9元起，小猪佩奇68元，12英寸蛋糕68元起，水果双层蛋糕78元，经典全水果蛋糕78元，超级水果蛋糕88元，美味水果蛋糕108元，水果巧克力杯装塔架蛋糕199.9元;,周一至周日 06:00-22:00,15972254080,44,,
上尚签串串小火锅,小火锅,0,紫盖山,31.706228,112.26445,宜城市东街老多又佳对面,35.9元2人餐小火锅;11.9代15元，14.9代20元;,周一至周日 09:00-22:00,15271086056,44,,
一加一茶饮,奶茶/果汁,4.6,襄大商业广场,31.70778,112.260064,宜城市襄大商业广场多又佳对面,3.9元奶茶套餐一;7.9代10元;,周一至周日 09:30-22:30,18116466027,44,,
开心果园,食品店,5,火车站,32.056547,112.148039,樊城区铁院西路（由一甲对面）,每满20减3.1（买单立享）;16.9代20元;,,18671035891,44,,"柠檬,冰糖心苹果"
如意正宗道口烧鸡店,小吃快餐,4.2,火车站,32.06105,112.152931,樊城区幸福小区21栋门面（火车站七天酒店向北前行200米第一家）,9.5折（买单立享）;35元正宗道口烧鸡，60元如意相伴;,周一至周日 08:00-21:00,15897976268,44,,"鸡,入味,道口烧鸡"
食尚美味冒菜,冒菜,4,沃尔玛,32.045059,112.132652,樊城区松织路5号,8.9代10元;,周一至周日 11:00-24:00,18871021660,44,,"砂锅面,蟹排"
放心馍美味鲜蛋糕店,甜点饮品,4.2,襄州区,32.09832,112.193184,襄州区义务菜市场蓝飞网吧旁,每满100减10（买单立享）;8寸巧克力蛋糕49元，欧式水果蛋糕68元，10寸巧克力蛋糕78元，12寸蛋糕108元，12寸双层蛋糕128元，14寸单层蛋糕138元，14寸双层蛋糕158元，16寸双层蛋糕178元，16寸三层蛋糕188元，6层蛋糕358元，6层蛋糕398元;,周一至周日 08:00-20:00 08:00-18:00,15871034159,43,,欧式水果蛋糕
丰园茶餐厅,茶餐厅,4.1,城南,32.374578,111.685905,老河口市光年路20号,80代100元;,,0710-8225665,43,,煲仔饭
雁留山(虎头山路店),快餐,3.5,檀溪路,32.007631,112.129416,襄城区虎头山路畜牧局大楼旁,12.8元五香牛肉;45代50元;,,13227570956,43,,
金朝阳中西简餐,湖北菜,0,东园,32.128284,112.779357,枣阳市朝阳东路东园市场南大门院内缪斯酒吧对面酒吧对面,22.8元煲仔饭商务简餐，双人餐119元，3人餐138元，4-6人餐138元，7-8人餐208元;,周一至周日 05:30-14:00 16:30-21:30,0710-6351678,43,,
食光私房烘焙,蛋糕,4.6,人民广场,32.046407,112.148107,樊城区星火路铁安苑一号楼,6.9元班戟一份，9.9元网红毛巾卷一份，12.9元红丝绒切件蛋糕，15.9元网红雪花酥一份，68元水果盒子一份，8英寸蛋糕78元起，8英寸新鲜水果蛋糕88元，8英寸创意蛋糕88元，8英寸主题淋面蛋糕98元，8英寸蜡烛天使翅膀／恶搞个性蛋糕138元，8英寸网红火烈鸟告白气球蛋糕168元;,周一至周日 午市 09:00-14:00 晚市 14:00-19:00,13697208029,43,,
恩施印象(南国广场.泛悦店),湖北菜,3.3,泛悦mall,32.041556,112.136867,樊城区长虹路96号,,周一至周日 10:00-20:30,0710-3105168,43,,
好想你枣(二汽店),小吃快餐,3.5,二汽,32.120567,112.19163,襄州区东风汽车大道与富康大道交汇东南侧（二汽老区一号门邮局斜对面）,69元600g好想你二级健康情枣1 袋，套餐99元;,周一至周日 08:00-21:00,13972281364,42,好想你枣万达店，位于襄阳市长虹北路万达广场负一层华润万家超市收银台旁，有营业区、休闲区和儿童娱乐区。好想你枣，中国红枣行业**股，坚持品牌经营之路，努力以品质、创新、服务打造好想你核心竞争力，实现销售收入持续高速增长，品牌影响力不断增强，消费者口碑不断增长。使健康零食——好想你枣走入更多人的家庭，实现“持续引领中国红枣领导品牌，打造卓越生态养生企业”的宏伟愿景！”,
铁锅炖,干锅/香锅,0,学府路/锦绣家园,31.782739,111.839114,南漳县城关镇华新商务宾馆门面,4-6人餐148元，6-8人餐238元，10-15人餐398元，15-20人餐518元，20人餐688元;,周一至周日 10:00-22:00,0710-5678566/13972265119,42,,
湘江食府(第三分店),湘菜,3,华洋堂,32.056007,112.164093,樊城区大庆东路玉丰花园门面,4-6人餐99元，8-10人餐199元，8-10人餐299元;,周一至周日 午市 10:30-14:00 晚市 17:00-21:00,0710-3402111,42,,
麦朵烘焙坊(春园西路店),蛋糕,4.1,万达,32.05213,112.119452,樊城区春园西路与创业路交叉口西行50米路南,0.8元麦朵烘焙：小蛋挞，4英寸蛋糕19.9元起，4英寸蛋糕19.9元起，型号：MD-006，58元，8英寸蛋糕68元起，型号：MD-031，78元，10英寸蛋糕88元起，8寸玫瑰心语，108元，8寸儿童乐园，双层夹心，118元，12英寸蛋糕118元起，型号：MD-042，118元，8寸芭比娃娃系列。128元，型号：MD-071，128元，型号：MD-053，138元，10寸冰雪奇缘，双层夹心，1...;9代10元;,周一至周日 08:00-21:30,13227520688,42,,
九宫格,重庆火锅,4.5,大桥路,32.384434,111.669613,老河口市牌坊街实验小学斜对面老汉口美食城内,3人餐79.8元，4-6人餐138元;,周一至周日 11:00-22:00,13972299976,42,,
矮子馅饼(襄城店),小吃快餐,3.7,鼓楼,32.017878,112.15184,襄城区东街鼓楼巷中信时装旁,11元馅饼组合;,周一至周日 10:00-20:00,18071775789/13257272052,42,,馅饼
一扫光,食品店,4,胜利街,32.01145,112.15401,襄城区王府街道民主路新澳洲花园酒店旁（7中右边50米）,8.8折（买单立享）;16代20元;,,13871754501,42,,豆腐干
百富汉堡,汉堡,3.9,家乐福,32.060836,112.13871,樊城区七里河路中段二十中小学旁边,每满20减4（买单立享）;,周一至周日 09:00-19:00,15971160902,42,,
美香园西饼(三元路店),蛋糕,4,华洋堂,32.062932,112.161856,樊城区清河路盛荣青城大门对面（三元小区旁）,欧式水果巧克力41元，8英寸蛋糕55元起，欧式水果巧克力62元，8英寸卡通生日蛋糕68元，欧式水果巧克力98元;,周一至周日 09:00-21:00,18986307819,41,,"1,欧式水果巧克力"
正宗胡集土鸭王,火锅,4.5,情侣路,31.706333,112.248633,宜城市情侣路湖畔人家43栋103号（湖畔大药房左侧）,2-3人餐86元，3-4人餐168元，6-8人餐268元;39.9代50元，79.9代100元;,,18186286873,41,,"正宗胡集土鸭锅,手撕包菜,酸辣土豆丝"
沐酸奶(北街店),新式甜品,5,鼓楼,32.019939,112.150232,襄城区北街与县街交汇处（泡沫剧对面）,8.9元原味酸奶奶昔，22.8元2人酸奶奶昔;,,15072273735,41,,
云尚鱼面,酸菜鱼,3.5,民发世界城,32.077685,112.180657,襄州区航空路都会山星街内,14.9元特色混搭炒面三选一，18.9元鱼面三选一，双人餐49元，2-3人餐68元;,周一至周日 午市 10:30-14:30 晚市 16:30-21:30,13972076559,41,,
韭菜园农家乐,湖北菜,4.3,谷城县,32.272078,111.638758,谷城县小康村银谷路58号,9折（买单立享）;6-8人餐219元，8-10人餐279元，10-12人餐360元;,周一至周日 09:00-21:00,0710-7332898/15271017135,40,,
鑫源西饼,蛋糕,4.2,万达,32.071525,112.12813,樊城区江山南路和航宇路交叉口西北角（中航精机/610厂）,4英寸蛋糕18.8元，8英寸蛋糕58.8元，12英寸蛋糕118元;,周一至周日 09:00-21:00,15072230928,40,,蛋糕
川味轩火锅,火锅,4.2,大桥路,32.384347,111.667929,老河口市丁子街时代电影城向东30米路南,2-3人餐99元;,17:00-23:00,15587783260,40,大骨原汤，养生健康，真材熬制，回味悠长,"莲藕,冻豆腐,纯肥牛卷,肉串（20串),脆皮肠"
华客小站(大世界店),快餐,0,樊城区,32.040761,112.118052,樊城区振华路51号施营小学斜对面（近大世界停车场）,4.8元美味鸡腿，14元单人餐，15元单人餐B，18元美味全鸡，36元双人餐;,周一至周日 08:00-22:30,15271128992,40,,"美味鸡腿,牛肉堡,香辣鸡翅,美味全鸡,香辣鸡腿堡,墨西哥鸡肉卷,薯条,无骨鸡柳,果汁,肉串"
状元洪湖藕王(朝阳路店),湖北菜,3.5,人民广场,32.036867,112.144089,樊城区朝阳路泰跃小区大门口,2-3人餐59元，4-5人餐128元;,周一至周日 11:00-14:00 17:00-21:00,0710-3786622,40,,
小家宴青晖香锅,干锅/香锅,3.5,樊城区,32.049062,112.125889,樊城区汉江北路33号,79.9代100元;,,18163098968,40,,
乡村柴房(闸口店),川菜,4.1,闸口,32.026963,112.161293,襄城区二技校旁,4人餐158元，6人餐258元，8-10人餐380元;,,0710-3622678,39,,"乡村拆骨肉,干笋焖蹄煲,杂骨炖豆腐,带鱼烧排骨,铁棍山药烧酱鸭,大盘手撕鸡,阴米羹,炖猪脚"
兰桂坊西饼屋,蛋糕,4,城东,32.38246,111.68745,老河口市机场路12中斜对面,29.9元蛋糕2选1，48元蛋糕2选1，65元蛋糕2选1，88元蛋糕2选1;210代300元;,,15571197735,39,,
永康西饼屋,蛋糕,4,樊城区,32.045541,112.114357,樊城区松鹤路与霁月路交叉口新世界农贸大市场内51号,9折（买单立享）;6英寸特色水果蛋糕39元，8英寸蛋糕58元起，8英寸蛋糕58元起，10英寸蛋糕59.9元起，10英寸特色水果蛋糕79元，12英寸蛋糕98元起，12英寸特色水果蛋糕99元，12英寸双层欧式水果蛋糕118元，16英寸蛋糕198元起，单车蛋糕228元，欧式水果280元;,周一至周日 08:00-20:00,15971025660,39,本店秉承正宗欧洲甜点制作工艺，选取最上乘的原材料及乳脂，绝不添加任何香精和防腐剂，款式时尚，天然健康，口感纯正。,
麦瑞克休闲西餐厅,西餐,3.2,徐庶故里,31.779137,111.84997,南漳县徐庶路自来水公司斜对面,单人餐9.9元起，2-3人餐48元，49.9元中餐双人餐;,周一至周日 12:00-21:30,17301753231,39,,"奶茶,牛排"
闻香酒楼,湖北菜,4.1,风华路,32.048535,112.141389,樊城区风华路世纪烤吧旁,58元土匪鱼套餐，78元油焖大虾套餐，79.9元烧鸡公现杀现做，139元烧鸡公现杀现做;,非营业时段 2018-02-13至2018-02-22 全天,18827569158,39,,"烧鸡公火锅,牛三鲜,腊蹄膀炖莲藕,砂锅鱼头"
